id,person_id,task_id,date,hours,allocated_task_id
68,2,86,2024-04-14,4.0,21
69,2,86,2024-04-15,6.0,21
70,14,86,2024-04-14,5.0,22
71,14,86,2024-04-15,4.0,22
72,14,86,2024-04-16,3.0,22
73,14,86,2024-04-17,8.0,22
74,22,87,2024-04-14,5.0,23
75,22,87,2024-04-15,8.0,23
76,23,87,2024-04-14,4.0,24
77,23,87,2024-04-15,2.0,24
78,20,88,2024-04-14,6.0,25
79,20,88,2024-04-15,6.0,25
80,9,88,2024-04-14,3.0,26
81,9,88,2024-04-15,8.0,26
82,4,89,2024-04-14,2.0,27
83,4,89,2024-04-15,6.0,27
84,26,89,2024-04-14,5.0,28
85,26,89,2024-04-15,6.0,28
86,26,89,2024-04-16,6.0,28
87,9,90,2024-04-21,7.0,29
88,9,90,2024-04-22,3.0,29
89,9,90,2024-04-23,7.0,29
90,9,90,2024-04-24,4.0,29
91,23,90,2024-04-21,4.0,30
92,23,90,2024-04-22,3.0,30
93,23,90,2024-04-23,8.0,30
94,22,91,2024-04-21,3.0,31
95,22,91,2024-04-22,5.0,31
96,22,91,2024-04-23,8.0,31
97,7,91,2024-04-21,4.0,32
98,7,91,2024-04-22,2.0,32
99,21,92,2024-04-21,4.0,33
100,21,92,2024-04-22,5.0,33
101,21,92,2024-04-23,6.0,33
102,21,92,2024-04-24,7.0,33
103,10,92,2024-04-21,6.0,34
104,10,92,2024-04-22,8.0,34
105,21,93,2024-04-28,7.0,35
106,21,93,2024-04-29,7.0,35
107,13,94,2024-04-28,4.0,36
108,13,94,2024-04-29,5.0,36
109,13,94,2024-04-30,8.0,36
110,3,95,2024-04-28,3.0,37
111,3,95,2024-04-29,6.0,37
112,3,95,2024-04-30,6.0,37
113,8,95,2024-04-28,8.0,38
114,8,95,2024-04-29,8.0,38
115,4,96,2024-04-28,3.0,39
116,4,96,2024-04-29,2.0,39
117,24,97,2024-05-05,8.0,40
118,24,97,2024-05-06,5.0,40
119,7,97,2024-05-05,5.0,41
120,7,97,2024-05-06,7.0,41
121,7,97,2024-05-07,3.0,41
122,1,98,2024-05-05,5.0,42
123,1,98,2024-05-06,4.0,42
124,1,98,2024-05-07,7.0,42
125,14,98,2024-05-05,2.0,43
126,14,98,2024-05-06,4.0,43
127,4,99,2024-05-05,4.0,44
128,4,99,2024-05-06,5.0,44
129,4,99,2024-05-07,7.0,44
130,21,100,2024-05-12,8.0,45
131,21,100,2024-05-13,5.0,45
132,21,100,2024-05-14,3.0,45
133,21,100,2024-05-15,5.0,45
134,3,100,2024-05-12,3.0,46
135,3,100,2024-05-13,6.0,46
136,3,100,2024-05-14,3.0,46
137,24,101,2024-05-12,7.0,47
138,24,101,2024-05-13,7.0,47
139,24,101,2024-05-14,3.0,47
140,24,101,2024-05-15,6.0,47
141,26,102,2024-05-12,2.0,48
142,26,102,2024-05-13,3.0,48
143,21,102,2024-05-12,7.0,49
144,21,102,2024-05-13,6.0,49
145,1,103,2024-05-12,5.0,50
146,1,103,2024-05-13,6.0,50
147,23,104,2024-05-12,7.0,51
148,23,104,2024-05-13,3.0,51
149,23,104,2024-05-14,3.0,51
150,22,105,2024-05-19,6.0,52
151,22,105,2024-05-20,3.0,52
152,22,105,2024-05-21,4.0,52
153,18,106,2024-05-19,4.0,53
154,18,106,2024-05-20,2.0,53
155,18,106,2024-05-21,2.0,53
156,5,106,2024-05-19,4.0,54
157,5,106,2024-05-20,8.0,54
158,5,106,2024-05-21,3.0,54
159,9,107,2024-05-19,4.0,55
160,9,107,2024-05-20,7.0,55
161,9,107,2024-05-21,5.0,55
162,9,107,2024-05-22,2.0,55
163,14,108,2024-05-26,2.0,56
164,14,108,2024-05-27,3.0,56
165,14,108,2024-05-28,4.0,56
166,14,109,2024-05-26,4.0,57
167,14,109,2024-05-27,4.0,57
168,17,110,2024-05-26,3.0,58
169,17,110,2024-05-27,6.0,58
170,21,110,2024-05-26,5.0,59
171,21,110,2024-05-27,7.0,59
172,21,110,2024-05-28,6.0,59
173,21,110,2024-05-29,8.0,59
174,14,111,2024-06-02,6.0,60
175,14,111,2024-06-03,7.0,60
176,18,112,2024-06-02,5.0,61
177,18,112,2024-06-03,5.0,61
178,18,112,2024-06-04,6.0,61
179,18,112,2024-06-05,8.0,61
180,2,112,2024-06-02,3.0,62
181,2,112,2024-06-03,6.0,62
182,18,113,2024-06-02,7.0,63
183,18,113,2024-06-03,4.0,63
184,22,114,2024-06-02,3.0,64
185,22,114,2024-06-03,8.0,64
186,22,114,2024-06-04,4.0,64
187,15,114,2024-06-02,2.0,65
188,15,114,2024-06-03,8.0,65
189,15,114,2024-06-04,8.0,65
190,15,114,2024-06-05,2.0,65
191,12,115,2024-06-02,7.0,66
192,12,115,2024-06-03,3.0,66
193,12,115,2024-06-04,8.0,66
194,5,115,2024-06-02,2.0,67
195,5,115,2024-06-03,4.0,67
196,19,116,2024-06-09,2.0,68
197,19,116,2024-06-10,3.0,68
198,10,116,2024-06-09,3.0,69
199,10,116,2024-06-10,3.0,69
200,10,116,2024-06-11,3.0,69
201,19,117,2024-06-09,3.0,70
202,19,117,2024-06-10,7.0,70
203,19,117,2024-06-11,4.0,70
204,19,117,2024-06-12,2.0,70
205,17,118,2024-06-09,3.0,71
206,17,118,2024-06-10,7.0,71
207,26,118,2024-06-09,3.0,72
208,26,118,2024-06-10,5.0,72
209,10,119,2024-06-09,3.0,73
210,10,119,2024-06-10,4.0,73
211,10,119,2024-06-11,5.0,73
212,10,119,2024-06-12,2.0,73
213,18,120,2024-06-09,6.0,74
214,18,120,2024-06-10,7.0,74
215,18,120,2024-06-11,5.0,74
216,21,121,2024-06-16,6.0,75
217,21,121,2024-06-17,5.0,75
218,21,121,2024-06-18,5.0,75
219,4,122,2024-06-16,6.0,76
220,4,122,2024-06-17,8.0,76
221,4,122,2024-06-18,4.0,76
222,6,123,2024-06-16,3.0,77
223,6,123,2024-06-17,6.0,77
224,9,123,2024-06-16,4.0,78
225,9,123,2024-06-17,8.0,78
226,9,123,2024-06-18,2.0,78
227,9,123,2024-06-19,5.0,78
228,19,124,2024-06-23,3.0,79
229,19,124,2024-06-24,2.0,79
230,19,124,2024-06-25,5.0,79
231,22,124,2024-06-23,4.0,80
232,22,124,2024-06-24,8.0,80
233,22,124,2024-06-25,6.0,80
234,22,124,2024-06-26,3.0,80
235,13,125,2024-06-23,4.0,81
236,13,125,2024-06-24,5.0,81
237,13,125,2024-06-25,6.0,81
238,4,126,2024-06-23,5.0,82
239,4,126,2024-06-24,7.0,82
240,7,127,2024-06-23,3.0,83
241,7,127,2024-06-24,3.0,83
242,22,128,2024-06-23,8.0,84
243,22,128,2024-06-24,6.0,84
244,24,128,2024-06-23,2.0,85
245,24,128,2024-06-24,5.0,85
246,9,129,2024-06-30,6.0,86
247,9,129,2024-07-01,4.0,86
248,6,130,2024-06-30,8.0,87
249,6,130,2024-07-01,2.0,87
250,6,130,2024-07-02,8.0,87
251,6,130,2024-07-03,6.0,87
252,12,131,2024-06-30,5.0,88
253,12,131,2024-07-01,2.0,88
254,24,131,2024-06-30,7.0,89
255,24,131,2024-07-01,5.0,89
256,15,132,2024-06-30,3.0,90
257,15,132,2024-07-01,6.0,90
258,15,132,2024-07-02,7.0,90
259,14,133,2024-06-30,5.0,91
260,14,133,2024-07-01,8.0,91
261,14,133,2024-07-02,7.0,91
262,25,133,2024-06-30,7.0,92
263,25,133,2024-07-01,2.0,92
264,25,133,2024-07-02,6.0,92
265,5,134,2024-07-07,4.0,93
266,5,134,2024-07-08,4.0,93
267,25,134,2024-07-07,3.0,94
268,25,134,2024-07-08,5.0,94
269,25,134,2024-07-09,8.0,94
270,25,134,2024-07-10,6.0,94
271,18,135,2024-07-07,3.0,95
272,18,135,2024-07-08,7.0,95
273,18,135,2024-07-09,2.0,95
274,23,136,2024-07-07,4.0,96
275,23,136,2024-07-08,3.0,96
276,3,137,2024-07-07,8.0,97
277,3,137,2024-07-08,4.0,97
278,3,137,2024-07-09,3.0,97
279,22,137,2024-07-07,8.0,98
280,22,137,2024-07-08,7.0,98
281,22,137,2024-07-09,6.0,98
282,22,137,2024-07-10,6.0,98
283,21,138,2024-07-14,6.0,99
284,21,138,2024-07-15,4.0,99
285,21,138,2024-07-16,4.0,99
286,25,139,2024-07-14,4.0,100
287,25,139,2024-07-15,3.0,100
288,25,139,2024-07-16,4.0,100
289,25,139,2024-07-17,8.0,100
290,20,140,2024-07-14,7.0,101
291,20,140,2024-07-15,6.0,101
292,2,141,2024-07-14,8.0,102
293,2,141,2024-07-15,7.0,102
294,2,141,2024-07-16,7.0,102
295,2,141,2024-07-17,8.0,102
296,8,141,2024-07-14,4.0,103
297,8,141,2024-07-15,7.0,103
298,8,141,2024-07-16,4.0,103
299,17,142,2024-07-21,2.0,104
300,17,142,2024-07-22,5.0,104
301,17,142,2024-07-23,3.0,104
302,17,142,2024-07-24,3.0,104
303,16,143,2024-07-21,7.0,105
304,16,143,2024-07-22,5.0,105
305,16,143,2024-07-23,4.0,105
306,4,144,2024-07-21,6.0,106
307,4,144,2024-07-22,6.0,106
308,18,145,2024-07-28,7.0,107
309,18,145,2024-07-29,7.0,107
310,18,145,2024-07-30,7.0,107
311,12,145,2024-07-28,2.0,108
312,12,145,2024-07-29,6.0,108
313,12,145,2024-07-30,6.0,108
314,12,145,2024-07-31,2.0,108
315,7,146,2024-07-28,7.0,109
316,7,146,2024-07-29,4.0,109
317,7,146,2024-07-30,8.0,109
318,10,146,2024-07-28,4.0,110
319,10,146,2024-07-29,6.0,110
320,10,146,2024-07-30,5.0,110
321,1,147,2024-07-28,6.0,111
322,1,147,2024-07-29,6.0,111
323,13,147,2024-07-28,4.0,112
324,13,147,2024-07-29,3.0,112
325,2,148,2024-08-04,4.0,113
326,2,148,2024-08-05,6.0,113
327,11,149,2024-08-04,4.0,114
328,11,149,2024-08-05,7.0,114
329,11,149,2024-08-06,5.0,114
330,26,149,2024-08-04,6.0,115
331,26,149,2024-08-05,4.0,115
332,11,150,2024-08-04,6.0,116
333,11,150,2024-08-05,6.0,116
334,11,150,2024-08-06,5.0,116
335,13,150,2024-08-04,8.0,117
336,13,150,2024-08-05,8.0,117
337,13,150,2024-08-06,8.0,117
338,13,150,2024-08-07,5.0,117
339,26,151,2024-08-04,6.0,118
340,26,151,2024-08-05,7.0,118
341,26,151,2024-08-06,2.0,118
342,10,152,2024-08-11,7.0,119
343,10,152,2024-08-12,3.0,119
344,10,152,2024-08-13,8.0,119
345,23,152,2024-08-11,7.0,120
346,23,152,2024-08-12,2.0,120
347,23,152,2024-08-13,7.0,120
348,22,153,2024-08-11,4.0,121
349,22,153,2024-08-12,7.0,121
350,22,153,2024-08-13,8.0,121
351,11,153,2024-08-11,6.0,122
352,11,153,2024-08-12,5.0,122
353,11,153,2024-08-13,7.0,122
354,5,154,2024-08-11,5.0,123
355,5,154,2024-08-12,6.0,123
356,2,154,2024-08-11,2.0,124
357,2,154,2024-08-12,8.0,124
358,2,154,2024-08-13,5.0,124
359,2,154,2024-08-14,5.0,124
360,15,155,2024-08-18,5.0,125
361,15,155,2024-08-19,6.0,125
362,15,155,2024-08-20,8.0,125
363,25,155,2024-08-18,2.0,126
364,25,155,2024-08-19,2.0,126
365,10,156,2024-08-18,2.0,127
366,10,156,2024-08-19,4.0,127
367,10,156,2024-08-20,8.0,127
368,26,157,2024-08-18,3.0,128
369,26,157,2024-08-19,5.0,128
370,5,158,2024-08-18,6.0,129
371,5,158,2024-08-19,6.0,129
372,10,159,2024-08-18,6.0,130
373,10,159,2024-08-19,6.0,130
374,10,159,2024-08-20,6.0,130
375,4,160,2024-08-25,8.0,131
376,4,160,2024-08-26,7.0,131
377,25,160,2024-08-25,7.0,132
378,25,160,2024-08-26,7.0,132
379,25,160,2024-08-27,6.0,132
380,25,160,2024-08-28,6.0,132
381,5,161,2024-08-25,7.0,133
382,5,161,2024-08-26,7.0,133
383,5,161,2024-08-27,7.0,133
384,2,161,2024-08-25,3.0,134
385,2,161,2024-08-26,7.0,134
386,2,161,2024-08-27,7.0,134
387,21,162,2024-08-25,5.0,135
388,21,162,2024-08-26,4.0,135
389,21,162,2024-08-27,7.0,135
390,21,162,2024-08-28,7.0,135
391,5,163,2024-08-25,2.0,136
392,5,163,2024-08-26,6.0,136
393,9,163,2024-08-25,2.0,137
394,9,163,2024-08-26,4.0,137
395,9,163,2024-08-27,3.0,137
396,9,163,2024-08-28,4.0,137
397,25,164,2024-08-25,5.0,138
398,25,164,2024-08-26,4.0,138
399,25,164,2024-08-27,5.0,138
400,25,164,2024-08-28,5.0,138
401,16,165,2024-09-01,2.0,139
402,16,165,2024-09-02,6.0,139
403,10,165,2024-09-01,7.0,140
404,10,165,2024-09-02,6.0,140
405,1,166,2024-09-01,3.0,141
406,1,166,2024-09-02,2.0,141
407,1,166,2024-09-03,5.0,141
408,1,166,2024-09-04,5.0,141
409,25,167,2024-09-01,7.0,142
410,25,167,2024-09-02,4.0,142
411,25,167,2024-09-03,8.0,142
412,25,167,2024-09-04,4.0,142
413,9,168,2024-09-01,2.0,143
414,9,168,2024-09-02,4.0,143
415,9,168,2024-09-03,4.0,143
416,9,168,2024-09-04,7.0,143
417,23,169,2024-09-01,6.0,144
418,23,169,2024-09-02,3.0,144
419,19,169,2024-09-01,7.0,145
420,19,169,2024-09-02,3.0,145
421,9,170,2024-09-08,3.0,146
422,9,170,2024-09-09,7.0,146
423,9,170,2024-09-10,8.0,146
424,9,170,2024-09-11,3.0,146
425,9,171,2024-09-08,6.0,147
426,9,171,2024-09-09,2.0,147
427,9,171,2024-09-10,5.0,147
428,9,171,2024-09-11,7.0,147
429,19,171,2024-09-08,7.0,148
430,19,171,2024-09-09,6.0,148
431,3,172,2024-09-08,3.0,149
432,3,172,2024-09-09,2.0,149
433,12,172,2024-09-08,7.0,150
434,12,172,2024-09-09,8.0,150
435,12,172,2024-09-10,2.0,150
436,12,172,2024-09-11,6.0,150
437,15,173,2024-09-08,4.0,151
438,15,173,2024-09-09,5.0,151
439,14,173,2024-09-08,5.0,152
440,14,173,2024-09-09,4.0,152
441,14,173,2024-09-10,2.0,152
442,1,174,2024-09-08,4.0,153
443,1,174,2024-09-09,4.0,153
444,26,174,2024-09-08,3.0,154
445,26,174,2024-09-09,3.0,154
446,26,174,2024-09-10,2.0,154
447,26,174,2024-09-11,8.0,154
448,18,175,2024-09-15,5.0,155
449,18,175,2024-09-16,4.0,155
450,18,175,2024-09-17,3.0,155
451,2,175,2024-09-15,3.0,156
452,2,175,2024-09-16,8.0,156
453,2,175,2024-09-17,7.0,156
454,2,175,2024-09-18,6.0,156
455,16,176,2024-09-15,8.0,157
456,16,176,2024-09-16,8.0,157
457,16,176,2024-09-17,3.0,157
458,5,177,2024-09-15,7.0,158
459,5,177,2024-09-16,6.0,158
460,5,177,2024-09-17,4.0,158
461,5,177,2024-09-18,3.0,158
462,23,178,2024-09-15,4.0,159
463,23,178,2024-09-16,4.0,159
464,26,179,2024-09-15,5.0,160
465,26,179,2024-09-16,7.0,160
466,26,179,2024-09-17,7.0,160
467,5,180,2024-09-22,4.0,161
468,5,180,2024-09-23,3.0,161
469,5,180,2024-09-24,6.0,161
470,13,181,2024-09-22,4.0,162
471,13,181,2024-09-23,2.0,162
472,13,181,2024-09-24,6.0,162
473,22,181,2024-09-22,2.0,163
474,22,181,2024-09-23,5.0,163
475,19,182,2024-09-22,8.0,164
476,19,182,2024-09-23,4.0,164
477,19,182,2024-09-24,5.0,164
478,19,182,2024-09-25,7.0,164
479,21,183,2024-09-22,2.0,165
480,21,183,2024-09-23,6.0,165
481,21,183,2024-09-24,7.0,165
482,16,184,2024-09-29,6.0,166
483,16,184,2024-09-30,3.0,166
484,16,184,2024-10-01,4.0,166
485,20,184,2024-09-29,6.0,167
486,20,184,2024-09-30,7.0,167
487,20,184,2024-10-01,6.0,167
488,20,184,2024-10-02,8.0,167
489,10,185,2024-09-29,8.0,168
490,10,185,2024-09-30,7.0,168
491,22,186,2024-09-29,8.0,169
492,22,186,2024-09-30,5.0,169
493,22,186,2024-10-01,6.0,169
494,22,186,2024-10-02,6.0,169
495,2,186,2024-09-29,2.0,170
496,2,186,2024-09-30,2.0,170
497,13,187,2024-09-29,6.0,171
498,13,187,2024-09-30,7.0,171
499,13,187,2024-10-01,3.0,171
500,13,187,2024-10-02,8.0,171
501,6,188,2024-10-06,5.0,172
502,6,188,2024-10-07,2.0,172
503,6,188,2024-10-08,8.0,172
504,11,188,2024-10-06,8.0,173
505,11,188,2024-10-07,5.0,173
506,4,189,2024-10-06,3.0,174
507,4,189,2024-10-07,2.0,174
508,20,190,2024-10-06,8.0,175
509,20,190,2024-10-07,3.0,175
510,9,191,2024-10-13,2.0,176
511,9,191,2024-10-14,8.0,176
512,17,191,2024-10-13,3.0,177
513,17,191,2024-10-14,2.0,177
514,17,191,2024-10-15,5.0,177
515,3,192,2024-10-13,5.0,178
516,3,192,2024-10-14,8.0,178
517,3,192,2024-10-15,5.0,178
518,3,192,2024-10-16,7.0,178
519,13,193,2024-10-13,7.0,179
520,13,193,2024-10-14,5.0,179
521,13,193,2024-10-15,2.0,179
522,11,194,2024-10-13,8.0,180
523,11,194,2024-10-14,3.0,180
524,11,194,2024-10-15,4.0,180
525,6,194,2024-10-13,4.0,181
526,6,194,2024-10-14,4.0,181
527,4,195,2024-10-13,4.0,182
528,4,195,2024-10-14,3.0,182
529,1,196,2024-10-20,7.0,183
530,1,196,2024-10-21,5.0,183
531,2,196,2024-10-20,8.0,184
532,2,196,2024-10-21,6.0,184
533,2,197,2024-10-20,4.0,185
534,2,197,2024-10-21,8.0,185
535,20,198,2024-10-20,7.0,186
536,20,198,2024-10-21,8.0,186
537,20,198,2024-10-22,3.0,186
538,6,198,2024-10-20,8.0,187
539,6,198,2024-10-21,2.0,187
540,6,198,2024-10-22,8.0,187
541,6,198,2024-10-23,6.0,187
542,23,199,2024-10-20,3.0,188
543,23,199,2024-10-21,2.0,188
544,19,200,2024-10-27,5.0,189
545,19,200,2024-10-28,7.0,189
546,9,201,2024-10-27,4.0,190
547,9,201,2024-10-28,6.0,190
548,9,201,2024-10-29,6.0,190
549,9,201,2024-10-30,7.0,190
550,22,202,2024-10-27,8.0,191
551,22,202,2024-10-28,5.0,191
552,22,202,2024-10-29,8.0,191
553,5,203,2024-10-27,4.0,192
554,5,203,2024-10-28,4.0,192
555,13,203,2024-10-27,6.0,193
556,13,203,2024-10-28,7.0,193
557,22,204,2024-11-03,8.0,194
558,22,204,2024-11-04,3.0,194
559,5,205,2024-11-03,7.0,195
560,5,205,2024-11-04,3.0,195
561,5,205,2024-11-05,8.0,195
562,23,205,2024-11-03,7.0,196
563,23,205,2024-11-04,3.0,196
564,1,206,2024-11-03,7.0,197
565,1,206,2024-11-04,6.0,197
566,5,207,2024-11-03,5.0,198
567,5,207,2024-11-04,8.0,198
568,5,207,2024-11-05,5.0,198
569,11,207,2024-11-03,4.0,199
570,11,207,2024-11-04,3.0,199
571,11,207,2024-11-05,7.0,199
572,11,207,2024-11-06,2.0,199
573,2,208,2024-11-10,3.0,200
574,2,208,2024-11-11,6.0,200
575,2,208,2024-11-12,6.0,200
576,1,208,2024-11-10,2.0,201
577,1,208,2024-11-11,6.0,201
578,1,208,2024-11-12,8.0,201
579,1,208,2024-11-13,5.0,201
580,8,209,2024-11-10,2.0,202
581,8,209,2024-11-11,7.0,202
582,8,209,2024-11-12,3.0,202
583,26,210,2024-11-10,6.0,203
584,26,210,2024-11-11,6.0,203
585,26,210,2024-11-12,8.0,203
586,26,210,2024-11-13,7.0,203
587,11,210,2024-11-10,5.0,204
588,11,210,2024-11-11,4.0,204
589,11,210,2024-11-12,4.0,204
590,11,210,2024-11-13,6.0,204
591,26,211,2024-11-10,6.0,205
592,26,211,2024-11-11,8.0,205
593,18,211,2024-11-10,4.0,206
594,18,211,2024-11-11,7.0,206
595,4,212,2024-11-10,8.0,207
596,4,212,2024-11-11,8.0,207
597,4,212,2024-11-12,5.0,207
598,21,212,2024-11-10,4.0,208
599,21,212,2024-11-11,5.0,208
600,21,212,2024-11-12,8.0,208
601,19,213,2024-11-17,6.0,209
602,19,213,2024-11-18,8.0,209
603,19,213,2024-11-19,3.0,209
604,19,213,2024-11-20,8.0,209
605,2,214,2024-11-17,4.0,210
606,2,214,2024-11-18,2.0,210
607,2,214,2024-11-19,5.0,210
608,8,214,2024-11-17,2.0,211
609,8,214,2024-11-18,3.0,211
610,16,215,2024-11-17,8.0,212
611,16,215,2024-11-18,5.0,212
612,16,215,2024-11-19,2.0,212
613,15,216,2024-11-17,5.0,213
614,15,216,2024-11-18,7.0,213
615,15,216,2024-11-19,5.0,213
616,15,216,2024-11-20,2.0,213
617,4,217,2024-11-24,5.0,214
618,4,217,2024-11-25,3.0,214
619,4,217,2024-11-26,3.0,214
620,21,217,2024-11-24,3.0,215
621,21,217,2024-11-25,7.0,215
622,21,217,2024-11-26,5.0,215
623,22,218,2024-11-24,3.0,216
624,22,218,2024-11-25,5.0,216
625,22,218,2024-11-26,2.0,216
626,22,218,2024-11-27,6.0,216
627,14,219,2024-11-24,6.0,217
628,14,219,2024-11-25,6.0,217
629,7,220,2024-11-24,8.0,218
630,7,220,2024-11-25,3.0,218
631,7,220,2024-11-26,5.0,218
632,17,221,2024-11-24,3.0,219
633,17,221,2024-11-25,8.0,219
634,17,221,2024-11-26,4.0,219
635,17,221,2024-11-27,2.0,219
636,5,221,2024-11-24,4.0,220
637,5,221,2024-11-25,8.0,220
638,5,221,2024-11-26,5.0,220
639,19,222,2024-12-01,4.0,221
640,19,222,2024-12-02,7.0,221
641,19,222,2024-12-03,7.0,221
642,12,222,2024-12-01,3.0,222
643,12,222,2024-12-02,6.0,222
644,12,222,2024-12-03,5.0,222
645,12,222,2024-12-04,7.0,222
646,23,223,2024-12-01,3.0,223
647,23,223,2024-12-02,2.0,223
648,1,224,2024-12-01,6.0,224
649,1,224,2024-12-02,3.0,224
650,1,224,2024-12-03,4.0,224
651,1,224,2024-12-04,7.0,224
652,11,225,2024-12-01,5.0,225
653,11,225,2024-12-02,8.0,225
654,14,226,2024-12-01,8.0,226
655,14,226,2024-12-02,5.0,226
656,14,226,2024-12-03,7.0,226
657,6,227,2024-12-08,8.0,227
658,6,227,2024-12-09,2.0,227
659,6,227,2024-12-10,2.0,227
660,23,227,2024-12-08,3.0,228
661,23,227,2024-12-09,4.0,228
662,23,227,2024-12-10,3.0,228
663,26,228,2024-12-08,8.0,229
664,26,228,2024-12-09,5.0,229
665,26,228,2024-12-10,5.0,229
666,22,228,2024-12-08,8.0,230
667,22,228,2024-12-09,6.0,230
668,22,228,2024-12-10,2.0,230
669,22,228,2024-12-11,2.0,230
670,17,229,2024-12-08,2.0,231
671,17,229,2024-12-09,4.0,231
672,17,229,2024-12-10,2.0,231
673,6,229,2024-12-08,6.0,232
674,6,229,2024-12-09,4.0,232
675,6,229,2024-12-10,5.0,232
676,6,229,2024-12-11,2.0,232
677,18,230,2024-12-08,5.0,233
678,18,230,2024-12-09,8.0,233
679,12,230,2024-12-08,3.0,234
680,12,230,2024-12-09,4.0,234
681,12,230,2024-12-10,4.0,234
682,11,231,2024-12-15,2.0,235
683,11,231,2024-12-16,3.0,235
684,11,231,2024-12-17,5.0,235
685,11,231,2024-12-18,4.0,235
686,9,232,2024-12-15,7.0,236
687,9,232,2024-12-16,3.0,236
688,9,232,2024-12-17,2.0,236
689,9,232,2024-12-18,8.0,236
690,25,233,2024-12-15,7.0,237
691,25,233,2024-12-16,4.0,237
692,25,233,2024-12-17,3.0,237
693,18,234,2024-12-15,3.0,238
694,18,234,2024-12-16,6.0,238
695,18,234,2024-12-17,4.0,238
696,18,234,2024-12-18,8.0,238
697,24,234,2024-12-15,8.0,239
698,24,234,2024-12-16,2.0,239
699,19,235,2024-12-15,4.0,240
700,19,235,2024-12-16,3.0,240
701,21,235,2024-12-15,4.0,241
702,21,235,2024-12-16,7.0,241
703,21,235,2024-12-17,7.0,241
704,21,235,2024-12-18,3.0,241
705,4,236,2024-12-22,3.0,242
706,4,236,2024-12-23,4.0,242
707,8,237,2024-12-22,7.0,243
708,8,237,2024-12-23,2.0,243
709,8,237,2024-12-24,5.0,243
710,24,238,2024-12-22,8.0,244
711,24,238,2024-12-23,6.0,244
712,24,238,2024-12-24,6.0,244
713,14,239,2024-12-29,7.0,245
714,14,239,2024-12-30,5.0,245
715,14,239,2024-12-31,8.0,245
716,22,240,2024-12-29,2.0,246
717,22,240,2024-12-30,2.0,246
718,10,241,2024-12-29,8.0,247
719,10,241,2024-12-30,8.0,247
720,20,241,2024-12-29,7.0,248
721,20,241,2024-12-30,5.0,248
722,20,241,2024-12-31,4.0,248
723,20,241,2025-01-01,5.0,248
724,4,242,2025-01-05,4.0,249
725,4,242,2025-01-06,7.0,249
726,20,243,2025-01-05,5.0,250
727,20,243,2025-01-06,6.0,250
728,12,244,2025-01-05,7.0,251
729,12,244,2025-01-06,2.0,251
730,12,244,2025-01-07,2.0,251
731,12,244,2025-01-08,8.0,251
732,2,245,2025-01-05,5.0,252
733,2,245,2025-01-06,3.0,252
734,2,245,2025-01-07,2.0,252
